;cord_uid;sha;source_x;title;doi;pmcid;pubmed_id;license;abstract;publish_time;authors;journal;mag_id;who_covidence_id;arxiv_id;pdf_json_files;pmc_json_files;url;s2_id
476160;0002xs6a;;WHO;"The Father-Daughter Dinner Dance: A Waltz With Ethics and COVID-19 Commentary on ""The Father-Daughter Dinner Dance: A Waltz With Ethics and COVID-19""";;;;unk;;2020;Soklaridis, Sophie;Acad. med;;#496817;;;;;219174381.0
